IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
104.18.10.207,443,true,HKG,Asia Pacific,Hong Kong,30 ms,1490 kB/s
104.19.252.9,443,true,SJC,North America,San Jose,180 ms,1485 kB/s
104.18.40.68,443,true,HKG,Asia Pacific,Hong Kong,34 ms,1463 kB/s
172.67.74.65,443,true,HKG,Asia Pacific,Hong Kong,34 ms,1462 kB/s
104.18.2.173,443,true,HKG,Asia Pacific,Hong Kong,33 ms,1459 kB/s
104.16.124.175,443,true,SJC,North America,San Jose,187 ms,1451 kB/s
104.22.62.215,443,true,SEA,North America,Seattle,181 ms,1442 kB/s
104.16.119.50,443,true,HKG,Asia Pacific,Hong Kong,31 ms,1438 kB/s
104.18.4.186,443,true,HKG,Asia Pacific,Hong Kong,31 ms,1436 kB/s
172.67.73.228,443,true,SEA,North America,Seattle,184 ms,1419 kB/s
172.65.90.24,443,true,SEA,North America,Seattle,36 ms,1414 kB/s
172.67.191.249,443,true,LAX,North America,Los Angeles,169 ms,1408 kB/s
104.18.20.145,443,true,HKG,Asia Pacific,Hong Kong,33 ms,1407 kB/s
172.67.137.148,443,true,HKG,Asia Pacific,Hong Kong,76 ms,1405 kB/s
104.16.57.101,443,true,SEA,North America,Seattle,201 ms,1404 kB/s
172.64.142.34,443,true,LAX,North America,Los Angeles,175 ms,1402 kB/s
104.26.4.17,443,true,HKG,Asia Pacific,Hong Kong,32 ms,1393 kB/s
104.26.7.107,443,true,SEA,North America,Seattle,194 ms,1389 kB/s
141.101.90.106,443,true,BCN,Europe,Barcelona,35 ms,1377 kB/s
104.19.217.51,443,true,HKG,Asia Pacific,Hong Kong,36 ms,1373 kB/s
172.67.187.30,443,true,LAX,North America,Los Angeles,181 ms,1373 kB/s
104.16.222.91,443,true,SJC,North America,San Jose,180 ms,1366 kB/s
162.159.128.65,443,true,HKG,Asia Pacific,Hong Kong,34 ms,1362 kB/s
104.26.0.130,443,true,HKG,Asia Pacific,Hong Kong,37 ms,1348 kB/s
104.18.241.108,443,true,HKG,Asia Pacific,Hong Kong,33 ms,1342 kB/s
104.18.14.190,443,true,HKG,Asia Pacific,Hong Kong,32 ms,1338 kB/s
172.64.153.233,443,true,HKG,Asia Pacific,Hong Kong,34 ms,1333 kB/s
104.18.139.17,443,true,HKG,Asia Pacific,Hong Kong,30 ms,1331 kB/s
172.67.180.20,443,true,LAX,North America,Los Angeles,170 ms,1331 kB/s
104.18.35.151,443,true,HKG,Asia Pacific,Hong Kong,33 ms,1327 kB/s
104.18.110.43,443,true,SJC,North America,San Jose,210 ms,1322 kB/s
104.26.3.40,443,true,HKG,Asia Pacific,Hong Kong,34 ms,1315 kB/s
104.18.22.19,443,true,SEA,North America,Seattle,195 ms,1308 kB/s
172.67.131.246,443,true,HKG,Asia Pacific,Hong Kong,32 ms,1307 kB/s
104.16.125.175,443,true,SJC,North America,San Jose,163 ms,1294 kB/s
104.26.3.196,443,true,SEA,North America,Seattle,206 ms,1294 kB/s
104.20.228.70,443,true,HKG,Asia Pacific,Hong Kong,35 ms,1277 kB/s
104.19.191.100,443,true,SJC,North America,San Jose,186 ms,1271 kB/s
104.22.49.241,443,true,SEA,North America,Seattle,197 ms,1262 kB/s
104.16.66.112,443,true,SJC,North America,San Jose,189 ms,1256 kB/s
104.20.75.106,443,true,HKG,Asia Pacific,Hong Kong,33 ms,1251 kB/s
104.18.66.57,443,true,HKG,Asia Pacific,Hong Kong,33 ms,1244 kB/s
104.22.50.93,443,true,SEA,North America,Seattle,207 ms,1244 kB/s
172.64.143.34,443,true,LAX,North America,Los Angeles,169 ms,1243 kB/s
104.20.63.205,443,true,FRA,Europe,Frankfurt,246 ms,1236 kB/s
104.16.58.40,443,true,SEA,North America,Seattle,207 ms,1235 kB/s
104.19.134.73,443,true,SJC,North America,San Jose,181 ms,1232 kB/s
172.67.37.154,443,true,LAX,North America,Los Angeles,179 ms,1228 kB/s
104.22.57.183,443,true,SEA,North America,Seattle,181 ms,1219 kB/s
104.22.54.218,443,true,HKG,Asia Pacific,Hong Kong,35 ms,1218 kB/s
172.64.153.235,443,true,HKG,Asia Pacific,Hong Kong,53 ms,1215 kB/s
104.16.87.82,443,true,SJC,North America,San Jose,189 ms,1213 kB/s
104.16.189.118,443,true,SJC,North America,San Jose,185 ms,1205 kB/s
172.64.155.119,443,true,HKG,Asia Pacific,Hong Kong,31 ms,1203 kB/s
104.19.33.90,443,true,HKG,Asia Pacific,Hong Kong,30 ms,1200 kB/s
172.64.152.35,443,true,HKG,Asia Pacific,Hong Kong,32 ms,1196 kB/s
104.18.34.23,443,true,HKG,Asia Pacific,Hong Kong,34 ms,1196 kB/s
172.64.148.10,443,true,HKG,Asia Pacific,Hong Kong,32 ms,1176 kB/s
104.18.232.170,443,true,SJC,North America,San Jose,201 ms,1170 kB/s
104.20.82.98,443,true,HKG,Asia Pacific,Hong Kong,37 ms,1168 kB/s
104.16.86.20,443,true,SJC,North America,San Jose,163 ms,1166 kB/s
104.17.74.241,443,true,SJC,North America,San Jose,196 ms,1153 kB/s
172.67.183.120,443,true,LAX,North America,Los Angeles,178 ms,1125 kB/s
104.19.135.73,443,true,LAX,North America,Los Angeles,201 ms,1124 kB/s
104.19.136.73,443,true,LAX,North America,Los Angeles,189 ms,1118 kB/s
104.18.157.37,443,true,HKG,Asia Pacific,Hong Kong,32 ms,1115 kB/s
172.67.166.201,443,true,SEA,North America,Seattle,207 ms,1100 kB/s
162.159.140.69,443,true,HKG,Asia Pacific,Hong Kong,32 ms,1100 kB/s
104.18.32.68,443,true,LAX,North America,Los Angeles,169 ms,1093 kB/s
104.18.67.220,443,true,HKG,Asia Pacific,Hong Kong,31 ms,1087 kB/s
172.67.4.58,443,true,FRA,Europe,Frankfurt,207 ms,1071 kB/s
104.22.63.215,443,true,SEA,North America,Seattle,170 ms,1069 kB/s
172.64.145.36,443,true,HKG,Asia Pacific,Hong Kong,32 ms,1061 kB/s
172.67.191.74,443,true,LAX,North America,Los Angeles,191 ms,1059 kB/s
104.18.132.68,443,true,SJC,North America,San Jose,203 ms,1055 kB/s
104.19.228.16,443,true,FRA,Europe,Frankfurt,241 ms,1041 kB/s
172.64.144.30,443,true,HKG,Asia Pacific,Hong Kong,94 ms,1040 kB/s
172.64.151.51,443,true,HKG,Asia Pacific,Hong Kong,31 ms,1034 kB/s
104.18.139.213,443,true,SJC,North America,San Jose,175 ms,1032 kB/s
104.16.207.218,443,true,HKG,Asia Pacific,Hong Kong,32 ms,1031 kB/s
172.67.178.180,443,true,LAX,North America,Los Angeles,179 ms,1030 kB/s
104.18.35.221,443,true,HKG,Asia Pacific,Hong Kong,33 ms,1014 kB/s
104.18.113.43,443,true,HKG,Asia Pacific,Hong Kong,31 ms,1012 kB/s
104.16.137.15,443,true,FRA,Europe,Frankfurt,234 ms,1007 kB/s
104.26.11.25,443,true,SEA,North America,Seattle,187 ms,1003 kB/s
104.17.92.134,443,true,SJC,North America,San Jose,183 ms,986 kB/s
104.18.163.83,443,true,HKG,Asia Pacific,Hong Kong,32 ms,985 kB/s
172.67.157.68,443,true,HKG,Asia Pacific,Hong Kong,34 ms,985 kB/s
172.67.165.93,443,true,SEA,North America,Seattle,193 ms,983 kB/s
104.19.155.86,443,true,HKG,Asia Pacific,Hong Kong,33 ms,976 kB/s
104.16.79.73,443,true,HKG,Asia Pacific,Hong Kong,33 ms,971 kB/s
104.18.202.95,443,true,HKG,Asia Pacific,Hong Kong,32 ms,954 kB/s
104.19.148.8,443,true,HKG,Asia Pacific,Hong Kong,40 ms,951 kB/s
104.16.77.186,443,true,SJC,North America,San Jose,183 ms,951 kB/s
104.18.32.80,443,true,LAX,North America,Los Angeles,164 ms,934 kB/s
172.67.170.198,443,true,SEA,North America,Seattle,168 ms,920 kB/s
104.18.98.118,443,true,HKG,Asia Pacific,Hong Kong,34 ms,919 kB/s
172.67.14.139,443,true,FRA,Europe,Frankfurt,217 ms,912 kB/s
172.67.186.26,443,true,LAX,North America,Los Angeles,172 ms,911 kB/s
104.18.175.21,443,true,HKG,Asia Pacific,Hong Kong,32 ms,907 kB/s
104.19.187.71,443,true,SJC,North America,San Jose,183 ms,907 kB/s
104.19.145.185,443,true,HKG,Asia Pacific,Hong Kong,38 ms,902 kB/s
104.26.10.25,443,true,SEA,North America,Seattle,192 ms,902 kB/s
104.26.4.247,443,true,SEA,North America,Seattle,171 ms,900 kB/s
104.17.192.112,443,true,HKG,Asia Pacific,Hong Kong,30 ms,896 kB/s
104.16.40.36,443,true,SEA,North America,Seattle,188 ms,896 kB/s
104.18.41.104,443,true,LAX,North America,Los Angeles,184 ms,892 kB/s
104.18.29.25,443,true,SEA,North America,Seattle,205 ms,882 kB/s
104.26.14.119,443,true,HKG,Asia Pacific,Hong Kong,35 ms,871 kB/s
104.18.66.220,443,true,HKG,Asia Pacific,Hong Kong,51 ms,866 kB/s
172.64.145.38,443,true,HKG,Asia Pacific,Hong Kong,95 ms,865 kB/s
104.22.5.9,443,true,SJC,North America,San Jose,168 ms,857 kB/s
104.22.69.95,443,true,LAX,North America,Los Angeles,171 ms,850 kB/s
104.21.21.155,443,true,SEA,North America,Seattle,165 ms,847 kB/s
104.18.125.12,443,true,FRA,Europe,Frankfurt,242 ms,827 kB/s
104.19.150.180,443,true,HKG,Asia Pacific,Hong Kong,32 ms,819 kB/s
104.17.139.100,443,true,TPE,Asia Pacific,Taipei,56 ms,806 kB/s
104.21.50.150,443,true,LAX,North America,Los Angeles,185 ms,798 kB/s
104.18.126.12,443,true,FRA,Europe,Frankfurt,202 ms,795 kB/s
104.19.177.137,443,true,SJC,North America,San Jose,184 ms,793 kB/s
172.67.22.83,443,true,LAX,North America,Los Angeles,177 ms,791 kB/s
104.18.203.95,443,true,HKG,Asia Pacific,Hong Kong,32 ms,787 kB/s
104.16.196.186,443,true,HKG,Asia Pacific,Hong Kong,41 ms,780 kB/s
104.18.207.92,443,true,SJC,North America,San Jose,181 ms,769 kB/s
104.16.79.186,443,true,HKG,Asia Pacific,Hong Kong,32 ms,769 kB/s
104.18.123.12,443,true,FRA,Europe,Frankfurt,250 ms,762 kB/s
141.101.90.97,443,true,MRS,Europe,Marseille,35 ms,752 kB/s
104.18.174.21,443,true,HKG,Asia Pacific,Hong Kong,47 ms,745 kB/s
104.18.34.21,443,true,FRA,Europe,Frankfurt,209 ms,739 kB/s
104.26.0.240,443,true,HKG,Asia Pacific,Hong Kong,36 ms,733 kB/s
104.22.74.216,443,true,HKG,Asia Pacific,Hong Kong,36 ms,729 kB/s
104.18.180.27,443,true,HKG,Asia Pacific,Hong Kong,30 ms,713 kB/s
172.64.111.36,443,true,LAX,North America,Los Angeles,180 ms,708 kB/s
172.67.184.213,443,true,LAX,North America,Los Angeles,185 ms,708 kB/s
104.17.135.61,443,true,TPE,Asia Pacific,Taipei,53 ms,704 kB/s
104.21.19.238,443,true,SEA,North America,Seattle,194 ms,698 kB/s
172.64.151.101,443,true,LAX,North America,Los Angeles,187 ms,694 kB/s
104.26.2.196,443,true,SEA,North America,Seattle,185 ms,680 kB/s
104.17.112.248,443,true,HKG,Asia Pacific,Hong Kong,39 ms,673 kB/s
104.16.220.202,443,true,SJC,North America,San Jose,192 ms,672 kB/s
104.16.131.3,443,true,FRA,Europe,Frankfurt,242 ms,664 kB/s
104.18.42.218,443,true,HKG,Asia Pacific,Hong Kong,43 ms,661 kB/s
104.16.205.136,443,true,HKG,Asia Pacific,Hong Kong,38 ms,653 kB/s
162.159.130.11,443,true,HKG,Asia Pacific,Hong Kong,36 ms,652 kB/s
104.22.68.95,443,true,LAX,North America,Los Angeles,177 ms,643 kB/s
172.67.132.16,443,true,HKG,Asia Pacific,Hong Kong,31 ms,641 kB/s
104.19.155.209,443,true,HKG,Asia Pacific,Hong Kong,40 ms,641 kB/s
104.18.13.245,443,true,HKG,Asia Pacific,Hong Kong,32 ms,629 kB/s
104.19.155.83,443,true,HKG,Asia Pacific,Hong Kong,46 ms,628 kB/s
172.67.133.186,443,true,FRA,Europe,Frankfurt,240 ms,619 kB/s
172.67.190.123,443,true,LAX,North America,Los Angeles,185 ms,605 kB/s
104.22.8.7,443,true,SJC,North America,San Jose,180 ms,604 kB/s
172.64.150.27,443,true,LAX,North America,Los Angeles,184 ms,601 kB/s
172.67.75.29,443,true,SEA,North America,Seattle,199 ms,598 kB/s
172.67.33.70,443,true,LAX,North America,Los Angeles,186 ms,598 kB/s
104.22.48.225,443,true,SEA,North America,Seattle,194 ms,594 kB/s
104.22.71.197,443,true,LAX,North America,Los Angeles,183 ms,585 kB/s
104.18.89.222,443,true,HKG,Asia Pacific,Hong Kong,40 ms,585 kB/s
172.67.181.20,443,true,LAX,North America,Los Angeles,175 ms,553 kB/s
104.18.28.25,443,true,SEA,North America,Seattle,184 ms,541 kB/s
104.18.124.12,443,true,FRA,Europe,Frankfurt,239 ms,540 kB/s
104.25.165.10,443,true,HKG,Asia Pacific,Hong Kong,34 ms,540 kB/s
172.64.144.98,443,true,HKG,Asia Pacific,Hong Kong,98 ms,535 kB/s
104.22.56.183,443,true,SEA,North America,Seattle,180 ms,533 kB/s
172.67.190.200,443,true,LAX,North America,Los Angeles,184 ms,532 kB/s
172.67.187.129,443,true,LAX,North America,Los Angeles,185 ms,532 kB/s
104.21.50.203,443,true,LAX,North America,Los Angeles,178 ms,526 kB/s
104.17.190.111,443,true,HKG,Asia Pacific,Hong Kong,38 ms,521 kB/s
104.17.249.203,443,true,HKG,Asia Pacific,Hong Kong,31 ms,510 kB/s
104.22.49.100,443,true,SEA,North America,Seattle,194 ms,506 kB/s
172.67.158.213,443,true,SEA,North America,Seattle,184 ms,506 kB/s
172.67.176.72,443,true,LAX,North America,Los Angeles,187 ms,501 kB/s
172.67.36.38,443,true,LAX,North America,Los Angeles,187 ms,496 kB/s
104.16.138.40,443,true,FRA,Europe,Frankfurt,261 ms,494 kB/s
104.18.199.27,443,true,SJC,North America,San Jose,178 ms,476 kB/s
104.18.28.38,443,true,SEA,North America,Seattle,182 ms,476 kB/s
104.22.9.2,443,true,SJC,North America,San Jose,177 ms,474 kB/s
172.64.141.13,443,true,LAX,North America,Los Angeles,194 ms,473 kB/s
104.26.5.247,443,true,SEA,North America,Seattle,198 ms,473 kB/s
104.18.29.38,443,true,SEA,North America,Seattle,183 ms,472 kB/s
172.67.6.206,443,true,FRA,Europe,Frankfurt,212 ms,462 kB/s
104.18.169.114,443,true,SJC,North America,San Jose,155 ms,456 kB/s
104.18.139.216,443,true,SJC,North America,San Jose,183 ms,448 kB/s
104.18.28.26,443,true,SEA,North America,Seattle,182 ms,438 kB/s
104.18.17.120,443,true,SEA,North America,Seattle,195 ms,435 kB/s
188.114.96.85,443,true,SJC,North America,San Jose,176 ms,426 kB/s
104.18.22.52,443,true,SEA,North America,Seattle,207 ms,419 kB/s
104.22.58.216,443,true,SEA,North America,Seattle,168 ms,414 kB/s
172.67.185.63,443,true,LAX,North America,Los Angeles,186 ms,412 kB/s
104.21.64.117,443,true,SJC,North America,San Jose,200 ms,409 kB/s
104.18.0.99,443,true,SEA,North America,Seattle,206 ms,406 kB/s
104.22.59.108,443,true,SEA,North America,Seattle,181 ms,403 kB/s
104.19.178.131,443,true,SJC,North America,San Jose,187 ms,399 kB/s
104.20.71.244,443,true,LAX,North America,Los Angeles,191 ms,392 kB/s
104.17.92.7,443,true,SJC,North America,San Jose,188 ms,377 kB/s
104.18.43.226,443,true,HKG,Asia Pacific,Hong Kong,49 ms,374 kB/s
104.22.54.163,443,true,SEA,North America,Seattle,197 ms,371 kB/s
104.18.35.159,443,true,HKG,Asia Pacific,Hong Kong,37 ms,365 kB/s
104.18.242.43,443,true,SJC,North America,San Jose,184 ms,362 kB/s
172.64.197.24,443,true,LAX,North America,Los Angeles,178 ms,361 kB/s
104.18.240.56,443,true,SJC,North America,San Jose,181 ms,355 kB/s
104.20.57.9,443,true,FRA,Europe,Frankfurt,242 ms,353 kB/s
104.17.78.139,443,true,SJC,North America,San Jose,185 ms,351 kB/s
104.18.36.155,443,true,LAX,North America,Los Angeles,176 ms,348 kB/s
162.159.138.60,443,true,FRA,Europe,Frankfurt,230 ms,344 kB/s
104.18.5.101,443,true,SEA,North America,Seattle,206 ms,332 kB/s
104.17.71.213,443,true,SJC,North America,San Jose,179 ms,329 kB/s
104.18.37.229,443,true,SEA,North America,Seattle,176 ms,328 kB/s
104.22.55.104,443,true,SEA,North America,Seattle,189 ms,322 kB/s
172.64.196.24,443,true,LAX,North America,Los Angeles,175 ms,322 kB/s
104.16.142.237,443,true,FRA,Europe,Frankfurt,238 ms,318 kB/s
104.22.58.108,443,true,SEA,North America,Seattle,207 ms,316 kB/s
104.20.70.244,443,true,LAX,North America,Los Angeles,199 ms,311 kB/s
104.19.237.172,443,true,FRA,Europe,Frankfurt,243 ms,299 kB/s
104.16.95.138,443,true,SJC,North America,San Jose,180 ms,272 kB/s
172.67.180.142,443,true,LAX,North America,Los Angeles,171 ms,256 kB/s
104.18.115.157,443,true,FRA,Europe,Frankfurt,240 ms,238 kB/s
104.18.120.57,443,true,FRA,Europe,Frankfurt,240 ms,233 kB/s
172.67.183.184,443,true,LAX,North America,Los Angeles,174 ms,228 kB/s
104.16.94.80,443,true,SJC,North America,San Jose,196 ms,226 kB/s
172.64.193.27,443,true,LAX,North America,Los Angeles,189 ms,222 kB/s
104.16.139.218,443,true,FRA,Europe,Frankfurt,240 ms,217 kB/s
104.22.51.93,443,true,SEA,North America,Seattle,182 ms,214 kB/s
172.67.153.105,443,true,HKG,Asia Pacific,Hong Kong,35 ms,195 kB/s
104.20.57.10,443,true,FRA,Europe,Frankfurt,240 ms,174 kB/s
172.67.142.160,443,true,FRA,Europe,Frankfurt,247 ms,154 kB/s
104.18.116.88,443,true,FRA,Europe,Frankfurt,239 ms,149 kB/s
104.19.254.203,443,true,SJC,North America,San Jose,189 ms,147 kB/s
172.64.133.15,443,true,LAX,North America,Los Angeles,171 ms,130 kB/s
104.16.138.81,443,true,FRA,Europe,Frankfurt,242 ms,119 kB/s
23.227.38.65,443,true,SEA,North America,Seattle,183 ms,4 kB/s
104.17.122.42,443,true,HKG,Asia Pacific,Hong Kong,39 ms,0 kB/s
141.101.90.18,443,true,MRS,Europe,Marseille,35 ms,0 kB/s
104.18.131.30,443,true,SJC,North America,San Jose,177 ms,0 kB/s
104.17.8.187,443,true,SJC,North America,San Jose,177 ms,0 kB/s
104.17.175.109,443,true,HKG,Asia Pacific,Hong Kong,38 ms,0 kB/s
104.17.175.235,443,true,HKG,Asia Pacific,Hong Kong,30 ms,0 kB/s
104.17.172.242,443,true,HKG,Asia Pacific,Hong Kong,37 ms,0 kB/s
104.17.176.144,443,true,HKG,Asia Pacific,Hong Kong,35 ms,0 kB/s
104.17.177.18,443,true,HKG,Asia Pacific,Hong Kong,33 ms,0 kB/s
104.17.172.238,443,true,HKG,Asia Pacific,Hong Kong,42 ms,0 kB/s
104.17.177.138,443,true,HKG,Asia Pacific,Hong Kong,37 ms,0 kB/s
104.17.178.9,443,true,HKG,Asia Pacific,Hong Kong,34 ms,0 kB/s
104.17.178.132,443,true,HKG,Asia Pacific,Hong Kong,35 ms,0 kB/s
104.17.179.1,443,true,HKG,Asia Pacific,Hong Kong,37 ms,0 kB/s
104.17.179.185,443,true,HKG,Asia Pacific,Hong Kong,36 ms,0 kB/s
104.17.179.190,443,true,HKG,Asia Pacific,Hong Kong,38 ms,0 kB/s
104.17.180.39,443,true,HKG,Asia Pacific,Hong Kong,52 ms,0 kB/s
104.17.180.56,443,true,HKG,Asia Pacific,Hong Kong,37 ms,0 kB/s
104.17.172.116,443,true,HKG,Asia Pacific,Hong Kong,38 ms,0 kB/s
104.17.180.112,443,true,HKG,Asia Pacific,Hong Kong,63 ms,0 kB/s
104.17.180.176,443,true,HKG,Asia Pacific,Hong Kong,34 ms,0 kB/s
104.17.180.182,443,true,HKG,Asia Pacific,Hong Kong,42 ms,0 kB/s
104.17.182.160,443,true,HKG,Asia Pacific,Hong Kong,37 ms,0 kB/s
104.17.183.221,443,true,HKG,Asia Pacific,Hong Kong,37 ms,0 kB/s
104.17.184.217,443,true,HKG,Asia Pacific,Hong Kong,34 ms,0 kB/s
104.17.184.213,443,true,HKG,Asia Pacific,Hong Kong,40 ms,0 kB/s
104.17.185.84,443,true,HKG,Asia Pacific,Hong Kong,68 ms,0 kB/s
104.17.185.209,443,true,HKG,Asia Pacific,Hong Kong,38 ms,0 kB/s
104.17.186.79,443,true,HKG,Asia Pacific,Hong Kong,34 ms,0 kB/s
104.17.186.196,443,true,HKG,Asia Pacific,Hong Kong,37 ms,0 kB/s
104.17.187.65,443,true,HKG,Asia Pacific,Hong Kong,33 ms,0 kB/s
104.17.187.68,443,true,HKG,Asia Pacific,Hong Kong,35 ms,0 kB/s
104.17.187.69,443,true,HKG,Asia Pacific,Hong Kong,34 ms,0 kB/s
104.17.188.121,443,true,HKG,Asia Pacific,Hong Kong,29 ms,0 kB/s
104.17.188.122,443,true,HKG,Asia Pacific,Hong Kong,42 ms,0 kB/s
104.17.188.125,443,true,HKG,Asia Pacific,Hong Kong,38 ms,0 kB/s
104.17.189.28,443,true,HKG,Asia Pacific,Hong Kong,51 ms,0 kB/s
104.17.189.30,443,true,HKG,Asia Pacific,Hong Kong,54 ms,0 kB/s
104.17.189.54,443,true,HKG,Asia Pacific,Hong Kong,47 ms,0 kB/s
104.17.171.200,443,true,HKG,Asia Pacific,Hong Kong,35 ms,0 kB/s
104.17.189.55,443,true,HKG,Asia Pacific,Hong Kong,45 ms,0 kB/s
104.17.189.52,443,true,HKG,Asia Pacific,Hong Kong,59 ms,0 kB/s
104.17.189.61,443,true,HKG,Asia Pacific,Hong Kong,46 ms,0 kB/s
104.17.189.116,443,true,HKG,Asia Pacific,Hong Kong,35 ms,0 kB/s
104.17.189.241,443,true,HKG,Asia Pacific,Hong Kong,39 ms,0 kB/s
104.17.190.229,443,true,HKG,Asia Pacific,Hong Kong,35 ms,0 kB/s
104.17.190.231,443,true,HKG,Asia Pacific,Hong Kong,46 ms,0 kB/s
104.17.193.165,443,true,SJC,North America,San Jose,186 ms,0 kB/s
104.17.193.187,443,true,SJC,North America,San Jose,169 ms,0 kB/s
104.17.194.174,443,true,SJC,North America,San Jose,189 ms,0 kB/s
104.17.170.255,443,true,HKG,Asia Pacific,Hong Kong,31 ms,0 kB/s
104.17.169.218,443,true,HKG,Asia Pacific,Hong Kong,33 ms,0 kB/s
104.17.195.53,443,true,HKG,Asia Pacific,Hong Kong,40 ms,0 kB/s
104.17.167.22,443,true,HKG,Asia Pacific,Hong Kong,41 ms,0 kB/s
104.17.166.35,443,true,HKG,Asia Pacific,Hong Kong,70 ms,0 kB/s
104.17.202.115,443,true,SJC,North America,San Jose,176 ms,0 kB/s
104.17.203.120,443,true,SJC,North America,San Jose,184 ms,0 kB/s
104.17.204.204,443,true,HKG,Asia Pacific,Hong Kong,34 ms,0 kB/s
104.17.206.206,443,true,SJC,North America,San Jose,190 ms,0 kB/s
104.17.165.52,443,true,HKG,Asia Pacific,Hong Kong,30 ms,0 kB/s
104.17.163.131,443,true,HKG,Asia Pacific,Hong Kong,39 ms,0 kB/s
104.17.208.43,443,true,HKG,Asia Pacific,Hong Kong,43 ms,0 kB/s
104.17.163.10,443,true,HKG,Asia Pacific,Hong Kong,41 ms,0 kB/s
104.17.209.223,443,true,HKG,Asia Pacific,Hong Kong,34 ms,0 kB/s
104.17.210.176,443,true,HKG,Asia Pacific,Hong Kong,33 ms,0 kB/s
104.17.162.189,443,true,HKG,Asia Pacific,Hong Kong,30 ms,0 kB/s
104.17.210.182,443,true,HKG,Asia Pacific,Hong Kong,41 ms,0 kB/s
104.17.212.7,443,true,HKG,Asia Pacific,Hong Kong,36 ms,0 kB/s
104.17.212.9,443,true,HKG,Asia Pacific,Hong Kong,39 ms,0 kB/s
104.17.212.135,443,true,HKG,Asia Pacific,Hong Kong,33 ms,0 kB/s
104.17.213.185,443,true,HKG,Asia Pacific,Hong Kong,38 ms,0 kB/s
104.17.214.25,443,true,HKG,Asia Pacific,Hong Kong,53 ms,0 kB/s
104.17.214.147,443,true,HKG,Asia Pacific,Hong Kong,46 ms,0 kB/s
104.17.214.148,443,true,HKG,Asia Pacific,Hong Kong,46 ms,0 kB/s
104.17.162.186,443,true,HKG,Asia Pacific,Hong Kong,31 ms,0 kB/s
104.17.215.140,443,true,HKG,Asia Pacific,Hong Kong,36 ms,0 kB/s
104.17.216.6,443,true,HKG,Asia Pacific,Hong Kong,63 ms,0 kB/s
104.17.216.105,443,true,HKG,Asia Pacific,Hong Kong,38 ms,0 kB/s
104.17.216.108,443,true,HKG,Asia Pacific,Hong Kong,38 ms,0 kB/s
104.17.216.233,443,true,HKG,Asia Pacific,Hong Kong,33 ms,0 kB/s
104.17.162.62,443,true,HKG,Asia Pacific,Hong Kong,30 ms,0 kB/s
104.17.216.235,443,true,HKG,Asia Pacific,Hong Kong,45 ms,0 kB/s
104.17.217.102,443,true,HKG,Asia Pacific,Hong Kong,29 ms,0 kB/s
104.17.161.146,443,true,HKG,Asia Pacific,Hong Kong,38 ms,0 kB/s
104.17.217.156,443,true,HKG,Asia Pacific,Hong Kong,41 ms,0 kB/s
104.17.218.126,443,true,HKG,Asia Pacific,Hong Kong,44 ms,0 kB/s
104.17.219.238,443,true,HKG,Asia Pacific,Hong Kong,34 ms,0 kB/s
104.17.219.243,443,true,HKG,Asia Pacific,Hong Kong,33 ms,0 kB/s
104.17.220.63,443,true,HKG,Asia Pacific,Hong Kong,46 ms,0 kB/s
104.17.220.74,443,true,HKG,Asia Pacific,Hong Kong,42 ms,0 kB/s
104.17.240.48,443,true,SEA,North America,Seattle,170 ms,0 kB/s
104.17.240.176,443,true,SEA,North America,Seattle,161 ms,0 kB/s
104.17.242.231,443,true,SEA,North America,Seattle,184 ms,0 kB/s
104.17.242.239,443,true,SEA,North America,Seattle,184 ms,0 kB/s
104.17.243.56,443,true,SEA,North America,Seattle,177 ms,0 kB/s
104.17.248.203,443,true,HKG,Asia Pacific,Hong Kong,32 ms,0 kB/s
104.17.250.6,443,true,SEA,North America,Seattle,186 ms,0 kB/s
104.17.250.28,443,true,SEA,North America,Seattle,174 ms,0 kB/s
104.17.161.26,443,true,HKG,Asia Pacific,Hong Kong,44 ms,0 kB/s
104.17.250.30,443,true,SEA,North America,Seattle,179 ms,0 kB/s
104.17.250.53,443,true,SEA,North America,Seattle,199 ms,0 kB/s
104.17.250.231,443,true,SEA,North America,Seattle,181 ms,0 kB/s
104.18.2.239,443,true,SEA,North America,Seattle,182 ms,0 kB/s
104.17.160.12,443,true,HKG,Asia Pacific,Hong Kong,36 ms,0 kB/s
104.17.159.119,443,true,HKG,Asia Pacific,Hong Kong,42 ms,0 kB/s
104.17.159.114,443,true,HKG,Asia Pacific,Hong Kong,35 ms,0 kB/s
104.17.158.244,443,true,HKG,Asia Pacific,Hong Kong,39 ms,0 kB/s
104.17.157.156,443,true,HKG,Asia Pacific,Hong Kong,30 ms,0 kB/s
104.17.156.229,443,true,HKG,Asia Pacific,Hong Kong,38 ms,0 kB/s
104.17.155.87,443,true,HKG,Asia Pacific,Hong Kong,34 ms,0 kB/s
104.18.12.37,443,true,SEA,North America,Seattle,181 ms,0 kB/s
104.17.154.219,443,true,HKG,Asia Pacific,Hong Kong,35 ms,0 kB/s
104.17.154.91,443,true,HKG,Asia Pacific,Hong Kong,44 ms,0 kB/s
104.18.16.217,443,true,HKG,Asia Pacific,Hong Kong,33 ms,0 kB/s
104.17.153.144,443,true,HKG,Asia Pacific,Hong Kong,63 ms,0 kB/s
104.17.153.71,443,true,HKG,Asia Pacific,Hong Kong,36 ms,0 kB/s
